unique_id,id,region,depth_m,depth_type,temperature,salinity,marine_life,description
ecec0b37-d5d2-4cbb-b607-9fb15571d4d8,359,南海-西沙海域,80,浅层,22.8,35.1,黄鳍金枪鱼、飞鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现黄鳍金枪鱼、飞鱼活动迹象。
2e5a736a-a9d3-4206-994b-79c857ccfc48,360,太平洋-赤道暖流区,500,中层,14.3,34.35,深海琵琶鱼、吞噬鳗,受暖流影响，此处处于主要温跃层区域，不仅是深海琵琶鱼、吞噬鳗的重要生境，也是海洋碳循环关键区。
b1f86bcd-870a-4804-9da8-84043e178b9a,361,东海-黑潮路径,15,表层,29.3,34.14,绿海龟、小丑鱼,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
96c40e2f-adf1-423e-9746-347dcd05b5b9,362,白令海峡-冷水团,150,中层,2.5,34.83,巨型乌贼、黄鳍金枪鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
d3ebc8e3-1c0e-47f8-89ec-2d24a524344e,363,太平洋-赤道暖流区,80,浅层,20.0,34.35,飞鱼、蝠鲼,受暖流影响，此处混合层下部，不仅是飞鱼、蝠鲼的重要生境，也是海洋碳循环关键区。
0039b7f1-7014-43fb-9e25-ab4624ba67d7,364,大西洋-墨西哥湾流,100,浅层,21.1,33.83,绿海龟、黄鳍金枪鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现绿海龟、黄鳍金枪鱼活动迹象。
807b8a48-b5d1-42c3-ac42-559e6aa26c5a,365,南海-南沙海域,150,中层,12.8,34.25,巨型乌贼、飞鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
869b25e1-1b4a-427b-bb60-288bd24c751f,366,北冰洋-楚科奇海,300,中层,1.3,34.63,巨型乌贼、冷水珊瑚,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
5cfac8fe-5eb1-4ba3-97ca-c031faf0b490,367,白令海峡-冷水团,20,表层,-0.9,34.42,北极鳕鱼、皇企鹅,受寒流/冰盖影响，此处混合层下部，不仅是北极鳕鱼、皇企鹅的重要生境，也是海洋碳循环关键区。
f3edbdc2-657a-4595-98f4-1abf926bb376,368,大西洋-墨西哥湾流,300,中层,11.1,34.33,吞噬鳗、旗鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现吞噬鳗、旗鱼活动迹象。
8db20482-1cf9-427a-b26e-a5c57d9dfaa2,369,东海-黑潮路径,100,浅层,21.8,34.6,鹦嘴鱼、飞鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现鹦嘴鱼、飞鱼活动迹象。
d0e43aa8-3649-4511-89f5-96839d88ea38,370,太平洋-赤道暖流区,30,浅层,25.3,34.48,鹦嘴鱼、蝠鲼,监测显示该区域混合层下部，水体物理性质波动较小，发现鹦嘴鱼、蝠鲼活动迹象。
ca5fc243-addb-436e-a7b9-57d7d3393055,371,北大西洋-拉布拉多寒流,300,中层,1.5,34.54,黄鳍金枪鱼、深海管虫,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
97c9e58b-5e08-4fc9-9b5b-aca7574a82fd,372,太平洋-赤道暖流区,20,表层,22.5,33.72,飞鱼、旗鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现飞鱼、旗鱼活动迹象。
cc05255f-bc7f-4ee4-a617-1dba3436207b,373,南海-西沙海域,50,浅层,25.1,35.27,旗鱼、蝠鲼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
01360f85-7253-4242-92c7-ed9a722c41ea,374,北大西洋-拉布拉多寒流,10,表层,1.7,32.6,威德尔海豹、独角鲸,监测显示该区域受海冰消融影响显著，水体物理性质活跃，发现威德尔海豹、独角鲸活动迹象。
94cc4d8f-f1b8-4771-a6d5-a65ae63c3c4c,375,太平洋-赤道暖流区,10,表层,30.9,33.45,绿海龟、小丑鱼,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
302c5752-204c-46a2-a3b7-ea2301530ded,376,南海-南沙海域,150,中层,13.2,34.31,飞鱼、吞噬鳗,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
c860a463-7e2d-40cb-9d35-853f144ab68a,377,印度洋-马尔代夫周边,1000,深层,3.8,34.92,冷水珊瑚、吞噬鳗,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、吞噬鳗活动迹象。
b5c31e4e-7780-4f3e-b89f-b60e0b145685,378,印度洋-马尔代夫周边,100,浅层,21.2,34.1,蝠鲼、小丑鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现蝠鲼、小丑鱼活动迹象。
b92d027a-5bb0-448f-bf16-6472e5ea7934,379,太平洋-赤道暖流区,300,中层,10.1,34.07,巨型乌贼、黄鳍金枪鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、黄鳍金枪鱼活动迹象。
b2023ef8-7dda-494b-a9d2-c5158c46a52f,380,北冰洋-楚科奇海,50,浅层,1.8,34.12,北极鳕鱼、皇企鹅,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
0233d86b-9455-4648-9de7-bcfe6b5bbd3f,381,太平洋-赤道暖流区,1,表层,26.2,33.08,鹦嘴鱼、长棘海星,受暖流影响，此处受太阳辐射加热明显，不仅是鹦嘴鱼、长棘海星的重要生境，也是海洋碳循环关键区。
8b2936fa-b654-48e0-9599-7bf3863fd33e,382,太平洋-赤道暖流区,500,中层,14.7,34.81,飞鱼、吞噬鳗,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现飞鱼、吞噬鳗活动迹象。
48ae5c1d-f7c0-415a-83fd-e127520c46ab,383,印度洋-马尔代夫周边,30,浅层,21.3,35.34,造礁珊瑚、鹦嘴鱼,受暖流影响，此处混合层下部，不仅是造礁珊瑚、鹦嘴鱼的重要生境，也是海洋碳循环关键区。
8788ff29-048e-4c6f-9b9a-836756e11cc8,384,南海-南沙海域,4000,深层,3.3,34.92,深海琵琶鱼、巨型乌贼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
1155ae21-d47b-40b0-9eac-6c4996ad7265,385,印度洋-马尔代夫周边,30,浅层,23.7,34.44,绿海龟、黄鳍金枪鱼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
c040440c-fc1c-44f2-8e09-9492919b7610,386,印度洋-马尔代夫周边,30,浅层,21.6,35.03,绿海龟、飞鱼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
9c24e13f-a46d-4c72-b1f5-f06df046841e,387,太平洋-赤道暖流区,30,浅层,23.9,34.31,绿海龟、旗鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现绿海龟、旗鱼活动迹象。
4fcc00aa-a7c4-4bc0-8441-b6f38263450e,388,印度洋-马尔代夫周边,750,深层,1.9,34.92,吞噬鳗、冷水珊瑚,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
365e98ef-fdc6-43de-bc61-af0670f5f4e7,389,太平洋-赤道暖流区,15,表层,27.6,34.3,绿海龟、鹦嘴鱼,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
5ed5471b-d52f-47fb-ada6-95751f5d9cc1,390,南海-南沙海域,500,中层,14.9,35.29,旗鱼、深海管虫,受暖流影响，此处处于主要温跃层区域，不仅是旗鱼、深海管虫的重要生境，也是海洋碳循环关键区。
90e3ce87-676b-46b8-a824-78014df1191e,391,印度洋-马尔代夫周边,2000,深层,2.0,34.9,吞噬鳗、深海琵琶鱼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
cbfb2a42-a4e4-43b3-878f-8e500b6a012a,392,太平洋-赤道暖流区,1000,深层,1.2,34.88,深海管虫、深海琵琶鱼,受暖流影响，此处具有典型深海高压低温特征，不仅是深海管虫、深海琵琶鱼的重要生境，也是海洋碳循环关键区。
c411692b-a6a9-4ee9-aff6-5a0c493439e5,393,印度洋-马尔代夫周边,4000,深层,1.1,34.69,深海琵琶鱼、吞噬鳗,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海琵琶鱼、吞噬鳗活动迹象。
8f9ee313-f66f-4f6d-8fb2-6853571aa01a,394,南海-南沙海域,750,深层,0.9,34.91,冷水珊瑚、巨型乌贼,受暖流影响，此处具有典型深海高压低温特征，不仅是冷水珊瑚、巨型乌贼的重要生境，也是海洋碳循环关键区。
9925e228-e52a-48bc-8509-946e08957e9c,395,太平洋-赤道暖流区,150,中层,15.5,34.13,深海管虫、旗鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
750371d8-9827-4fa5-91f4-98d197f218a3,396,太平洋-赤道暖流区,1000,深层,3.8,34.62,巨型乌贼、深海琵琶鱼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
2a83a037-b42f-4e89-b966-7a82f2eec93f,397,南海-南沙海域,30,浅层,21.1,35.35,旗鱼、长棘海星,监测显示该区域混合层下部，水体物理性质波动较小，发现旗鱼、长棘海星活动迹象。
b38487de-0e7e-4346-bea6-18b0d833da8f,398,印度洋-马尔代夫周边,500,中层,15.6,34.83,深海管虫、黄鳍金枪鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现深海管虫、黄鳍金枪鱼活动迹象。
67f0fff9-ec41-4854-82b8-c0a381b23320,399,印度洋-马尔代夫周边,20,表层,21.3,33.8,蝠鲼、绿海龟,该点位处于表层环境，光照条件为光照减弱，生态系统波动较小。
7e50c5fc-6610-40b2-8d93-6f609ff50e47,400,东海-黑潮路径,750,深层,3.2,34.99,巨型乌贼、深海琵琶鱼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
308ad0df-13ee-42a0-809c-17dbd73cb18c,401,太平洋-赤道暖流区,100,浅层,23.5,34.77,小丑鱼、绿海龟,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
b865db4e-967a-4519-9e09-dc7371c787db,402,大西洋-墨西哥湾流,20,表层,23.0,34.31,造礁珊瑚、蝠鲼,该点位处于表层环境，光照条件为光照减弱，生态系统波动较小。
1e73c47d-de89-4e1d-8671-401875293c5f,403,大西洋-墨西哥湾流,500,中层,15.5,34.91,旗鱼、蝠鲼,受暖流影响，此处处于主要温跃层区域，不仅是旗鱼、蝠鲼的重要生境，也是海洋碳循环关键区。
5f26fc36-a662-449f-819e-ed6a7c5cf944,404,太平洋-赤道暖流区,10,表层,26.7,34.4,绿海龟、小丑鱼,受暖流影响，此处受太阳辐射加热明显，不仅是绿海龟、小丑鱼的重要生境，也是海洋碳循环关键区。
a7facdfc-760c-40ba-8053-78a319ba108c,405,印度洋-马尔代夫周边,15,表层,29.7,34.33,长棘海星、小丑鱼,受暖流影响，此处受太阳辐射加热明显，不仅是长棘海星、小丑鱼的重要生境，也是海洋碳循环关键区。
7ec324d7-d087-4857-9996-f6aa4bb92131,406,东海-黑潮路径,1,表层,30.2,33.93,绿海龟、造礁珊瑚,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现绿海龟、造礁珊瑚活动迹象。
59dd942f-91b6-49bc-ab54-b31e3d740295,407,大西洋-墨西哥湾流,4000,深层,1.7,34.9,吞噬鳗、深海琵琶鱼,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、深海琵琶鱼的重要生境，也是海洋碳循环关键区。
36021330-19d6-40ac-a8d4-1591f0c6bfa6,408,太平洋-赤道暖流区,4000,深层,1.3,34.83,深海琵琶鱼、巨型乌贼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海琵琶鱼、巨型乌贼活动迹象。
9a1bd476-ca15-4f5b-93f7-63ec8a0fd2eb,409,南海-西沙海域,1000,深层,3.8,34.6,吞噬鳗、深海管虫,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
edd109ff-a167-4ede-9062-62b3d894cfeb,410,北冰洋-楚科奇海,5,表层,-0.8,32.39,南极磷虾、威德尔海豹,该点位处于表层环境，光照条件为强光照(极昼)或缺乏(极夜)，生态系统活跃。
f4b3f161-7d5a-4d37-9249-4975e61c9ba9,411,南海-西沙海域,1000,深层,3.0,34.79,深海琵琶鱼、巨型乌贼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海琵琶鱼、巨型乌贼活动迹象。
f6b974b3-fe4d-4351-a489-0afd157d4355,412,印度洋-马尔代夫周边,500,中层,12.7,34.88,深海管虫、蝠鲼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
beba1c24-99c9-4571-8a17-105968aca6f9,413,东海-黑潮路径,4000,深层,2.5,34.65,巨型乌贼、深海管虫,受暖流影响，此处具有典型深海高压低温特征，不仅是巨型乌贼、深海管虫的重要生境，也是海洋碳循环关键区。
66b007bf-767f-42cf-b043-4502a5451ccc,414,印度洋-马尔代夫周边,5,表层,29.5,33.69,小丑鱼、鹦嘴鱼,受暖流影响，此处受太阳辐射加热明显，不仅是小丑鱼、鹦嘴鱼的重要生境，也是海洋碳循环关键区。
833083ff-d2cc-490f-99a0-b6d37ef12c66,415,白令海峡-冷水团,1000,深层,1.0,34.93,深海琵琶鱼、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
2cc73c30-8c37-466e-95aa-5fe4e6598e19,416,北大西洋-拉布拉多寒流,10,表层,2.0,32.81,北极鳕鱼、威德尔海豹,监测显示该区域受海冰消融影响显著，水体物理性质活跃，发现北极鳕鱼、威德尔海豹活动迹象。
53964717-6d8f-4088-b80e-801cbd84bda5,417,印度洋-马尔代夫周边,750,深层,0.6,34.81,深海管虫、巨型乌贼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
5c63a844-59bd-4a8e-8846-9c9f7eb80a4f,418,大西洋-墨西哥湾流,80,浅层,21.4,33.66,造礁珊瑚、黄鳍金枪鱼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
6d74f3a9-fc25-4008-9ee6-aea56e88c976,419,印度洋-马尔代夫周边,300,中层,15.0,34.09,飞鱼、巨型乌贼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
0db4ad97-72c0-4354-b8b1-08da48f6067c,420,北冰洋-楚科奇海,2000,深层,2.2,34.76,深海琵琶鱼、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
a6240587-aa0f-4c9a-bd9c-3f538adefc1a,421,南极-威德尔海,50,浅层,1.3,34.49,独角鲸、皇企鹅,受寒流/冰盖影响，此处混合层下部，不仅是独角鲸、皇企鹅的重要生境，也是海洋碳循环关键区。
5cb7c81f-4304-476f-ade8-c0470143641b,422,东海-黑潮路径,500,中层,13.7,35.09,蝠鲼、深海琵琶鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现蝠鲼、深海琵琶鱼活动迹象。
573e0d3c-4871-4426-b9d2-cc54fff2550b,423,南海-西沙海域,2000,深层,3.1,34.7,吞噬鳗、深海琵琶鱼,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、深海琵琶鱼的重要生境，也是海洋碳循环关键区。
2c6f3c77-56ca-476b-b100-a968e52debc4,424,南海-西沙海域,50,浅层,24.5,33.91,蝠鲼、造礁珊瑚,受暖流影响，此处混合层下部，不仅是蝠鲼、造礁珊瑚的重要生境，也是海洋碳循环关键区。
442bf183-6aa7-45ba-84a3-d9299df27b2e,425,东海-黑潮路径,100,浅层,24.5,34.98,小丑鱼、造礁珊瑚,监测显示该区域混合层下部，水体物理性质波动较小，发现小丑鱼、造礁珊瑚活动迹象。
75d5fbfa-f971-4b46-a92b-f58c09f7f426,426,太平洋-赤道暖流区,750,深层,2.0,34.61,吞噬鳗、深海琵琶鱼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
411045df-0a13-4370-b624-5625819fa343,427,印度洋-马尔代夫周边,150,中层,8.8,35.3,巨型乌贼、蝠鲼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、蝠鲼活动迹象。
a8757f50-0301-47e3-90f5-43ed0d4f1469,428,南海-南沙海域,2000,深层,2.2,34.66,巨型乌贼、深海琵琶鱼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现巨型乌贼、深海琵琶鱼活动迹象。
8368ad8b-0c3e-466e-adeb-29197ff1856f,429,印度洋-马尔代夫周边,500,中层,10.9,34.35,巨型乌贼、旗鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、旗鱼活动迹象。
4a3fb64e-44cf-4a34-a795-63d53c9d8906,430,南海-南沙海域,10,表层,28.1,34.91,长棘海星、造礁珊瑚,受暖流影响，此处受太阳辐射加热明显，不仅是长棘海星、造礁珊瑚的重要生境，也是海洋碳循环关键区。
a539dff0-3e57-4b94-b683-5f55d1330517,431,印度洋-马尔代夫周边,300,中层,17.3,35.32,吞噬鳗、巨型乌贼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
b25394ed-ef52-432e-b4b8-6dde82439416,432,大西洋-墨西哥湾流,2000,深层,0.7,34.76,巨型乌贼、深海管虫,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
8c072130-8b24-4a2e-8bb2-de6cd8282458,433,南海-西沙海域,100,浅层,25.2,33.74,旗鱼、绿海龟,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
91315566-716c-4a63-8518-bf23f4c3b3fc,434,印度洋-马尔代夫周边,15,表层,29.0,33.72,鹦嘴鱼、小丑鱼,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现鹦嘴鱼、小丑鱼活动迹象。
67a434c9-48d9-4337-919f-732b0e5033de,435,南海-南沙海域,1000,深层,2.4,34.76,冷水珊瑚、深海管虫,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、深海管虫活动迹象。
8f3856f3-5d42-42e1-a2da-40892fcdc9f8,436,南海-南沙海域,2000,深层,0.6,34.98,吞噬鳗、冷水珊瑚,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现吞噬鳗、冷水珊瑚活动迹象。
52815eb3-8be4-4c46-95f6-ccf392586572,437,太平洋-赤道暖流区,20,表层,24.7,34.52,小丑鱼、飞鱼,该点位处于表层环境，光照条件为光照减弱，生态系统波动较小。
8a8d9fa8-13ef-4bd0-ae92-657d4be4ed14,438,东海-黑潮路径,30,浅层,22.9,34.38,小丑鱼、长棘海星,监测显示该区域混合层下部，水体物理性质波动较小，发现小丑鱼、长棘海星活动迹象。
95f51630-3bac-4a9f-8545-a4ac24eb46c1,439,大西洋-墨西哥湾流,150,中层,8.3,35.36,蝠鲼、冷水珊瑚,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现蝠鲼、冷水珊瑚活动迹象。
070bae14-6445-4792-b3d0-ba53ab31ae96,440,南海-南沙海域,10,表层,30.9,35.02,长棘海星、绿海龟,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
70f546be-7c60-4ab7-8769-731af823260e,441,东海-黑潮路径,150,中层,8.0,35.27,巨型乌贼、深海管虫,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、深海管虫活动迹象。
9005153d-8be1-4cfc-abbb-1e9383ac5c85,442,南海-南沙海域,5,表层,29.1,33.24,鹦嘴鱼、绿海龟,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
96839991-49dd-4d0e-a055-1fb25129ee76,443,南海-西沙海域,500,中层,15.8,35.12,深海琵琶鱼、旗鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现深海琵琶鱼、旗鱼活动迹象。
1043ac31-728c-4737-b372-972507126f3a,444,印度洋-马尔代夫周边,20,表层,24.7,35.14,绿海龟、鹦嘴鱼,受暖流影响，此处混合层下部，不仅是绿海龟、鹦嘴鱼的重要生境，也是海洋碳循环关键区。
ecca1d9c-4542-49b1-b4ae-af4cbc02c1ef,445,大西洋-墨西哥湾流,750,深层,0.8,34.77,冷水珊瑚、深海琵琶鱼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、深海琵琶鱼活动迹象。
2c275054-0182-4444-b085-ab8046944849,446,印度洋-马尔代夫周边,1,表层,26.5,34.67,长棘海星、绿海龟,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
62819786-91ac-4d20-ba45-cfe37d6b9d52,447,太平洋-赤道暖流区,300,中层,10.3,35.46,黄鳍金枪鱼、蝠鲼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
af600431-2748-4e1f-938b-839742ad3f53,448,北冰洋-楚科奇海,750,深层,1.0,34.96,冷水珊瑚、深海琵琶鱼,受寒流/冰盖影响，此处具有典型深海高压低温特征，不仅是冷水珊瑚、深海琵琶鱼的重要生境，也是海洋碳循环关键区。
69e3ac79-87d7-40b0-8df2-6c14041d95c4,449,北大西洋-拉布拉多寒流,15,表层,1.9,32.95,威德尔海豹、南极磷虾,监测显示该区域受海冰消融影响显著，水体物理性质活跃，发现威德尔海豹、南极磷虾活动迹象。
75a3792c-c01f-445a-9e1e-ad1f27a67a13,450,印度洋-马尔代夫周边,1,表层,26.2,34.44,造礁珊瑚、绿海龟,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现造礁珊瑚、绿海龟活动迹象。
18c3aba0-80cf-40e2-8c01-364c83d63255,451,白令海峡-冷水团,80,浅层,-1.3,34.67,南极磷虾、独角鲸,受寒流/冰盖影响，此处混合层下部，不仅是南极磷虾、独角鲸的重要生境，也是海洋碳循环关键区。
826d3c67-3679-41b2-bcf7-24612172ae22,452,东海-黑潮路径,5,表层,28.0,35.52,鹦嘴鱼、造礁珊瑚,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现鹦嘴鱼、造礁珊瑚活动迹象。
5921900a-d553-420a-a3dd-5fefe1d0f851,453,太平洋-赤道暖流区,300,中层,14.9,35.02,深海琵琶鱼、旗鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
011ddac3-c81d-453b-a488-aef6ec9beef2,454,南海-南沙海域,150,中层,16.1,34.38,巨型乌贼、飞鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、飞鱼活动迹象。
44f02bc5-c30c-441f-b1f7-ea23deddedaa,455,东海-黑潮路径,50,浅层,24.0,35.25,造礁珊瑚、小丑鱼,受暖流影响，此处混合层下部，不仅是造礁珊瑚、小丑鱼的重要生境，也是海洋碳循环关键区。
7cf7545b-ca0a-4b76-913b-c6ced3829e21,456,大西洋-墨西哥湾流,1000,深层,1.2,34.81,吞噬鳗、巨型乌贼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现吞噬鳗、巨型乌贼活动迹象。
80cbaf89-af01-46c1-8995-130c922027b8,457,白令海峡-冷水团,300,中层,0.7,34.2,深海琵琶鱼、吞噬鳗,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现深海琵琶鱼、吞噬鳗活动迹象。
01743fb0-b255-4644-ae66-8f76e5e9c242,458,东海-黑潮路径,50,浅层,23.9,35.44,长棘海星、小丑鱼,受暖流影响，此处混合层下部，不仅是长棘海星、小丑鱼的重要生境，也是海洋碳循环关键区。
9cc7bc01-cbc7-4bcc-8939-634a009d344a,459,北大西洋-拉布拉多寒流,100,浅层,-1.3,34.77,威德尔海豹、南极磷虾,监测显示该区域混合层下部，水体物理性质波动较小，发现威德尔海豹、南极磷虾活动迹象。
ade5ceea-e192-4936-a2cd-a7ce232cb21d,460,南海-南沙海域,500,中层,13.3,35.19,吞噬鳗、飞鱼,受暖流影响，此处处于主要温跃层区域，不仅是吞噬鳗、飞鱼的重要生境，也是海洋碳循环关键区。
c9e1542c-1940-479d-9b71-8b6fe8bea978,461,太平洋-赤道暖流区,750,深层,1.3,34.89,巨型乌贼、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
efd43fb9-9e14-4a5c-866f-1620bf53340f,462,白令海峡-冷水团,100,浅层,-0.8,33.84,皇企鹅、南极磷虾,监测显示该区域混合层下部，水体物理性质波动较小，发现皇企鹅、南极磷虾活动迹象。
b850f9ef-3628-4d9e-87b6-a06eea451bd1,463,大西洋-墨西哥湾流,300,中层,17.4,34.07,旗鱼、黄鳍金枪鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
74d215bd-0788-4c5f-822b-a2ae69cdde66,464,印度洋-马尔代夫周边,30,浅层,22.2,35.24,蝠鲼、黄鳍金枪鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现蝠鲼、黄鳍金枪鱼活动迹象。
bc7b021e-ff08-4a4d-91e0-4b88b7edc16a,465,大西洋-墨西哥湾流,750,深层,0.8,34.87,深海琵琶鱼、冷水珊瑚,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海琵琶鱼、冷水珊瑚活动迹象。
3928bbc1-4ce0-4807-bf93-036ddedeb192,466,白令海峡-冷水团,5,表层,-1.7,33.36,南极磷虾、威德尔海豹,该点位处于表层环境，光照条件为强光照(极昼)或缺乏(极夜)，生态系统活跃。
d10d6787-dbe5-405a-a33d-4a1939c86843,467,太平洋-赤道暖流区,300,中层,12.4,35.49,吞噬鳗、巨型乌贼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现吞噬鳗、巨型乌贼活动迹象。
e8e49e9a-69bf-4733-b052-947acd020032,468,大西洋-墨西哥湾流,1,表层,26.2,33.64,鹦嘴鱼、长棘海星,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
128b41ab-78e1-477c-aeb8-72c27e7af047,469,印度洋-马尔代夫周边,750,深层,2.5,34.87,冷水珊瑚、深海琵琶鱼,受暖流影响，此处具有典型深海高压低温特征，不仅是冷水珊瑚、深海琵琶鱼的重要生境，也是海洋碳循环关键区。
abc71073-a1dc-420d-93d2-a5c2c2f901a3,470,南海-西沙海域,300,中层,17.4,34.63,深海琵琶鱼、吞噬鳗,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
47c9abe8-a5a9-4226-9206-5c66c66b53d6,471,南海-西沙海域,20,表层,24.4,34.74,蝠鲼、造礁珊瑚,该点位处于表层环境，光照条件为光照减弱，生态系统波动较小。
fd629e15-b985-405c-9b0b-35d3ab2fea49,472,东海-黑潮路径,2000,深层,3.0,34.91,冷水珊瑚、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
2b126a92-1e76-45ea-994d-e0de82a1420c,473,南海-南沙海域,15,表层,28.8,33.73,造礁珊瑚、绿海龟,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
dd4edde7-a5a4-4221-b1b7-7a6c8b307e3e,474,大西洋-墨西哥湾流,5,表层,28.3,33.03,长棘海星、鹦嘴鱼,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现长棘海星、鹦嘴鱼活动迹象。
26eda767-96c7-4daf-a5d8-6f308b96cfcf,475,南海-西沙海域,150,中层,10.8,35.1,深海管虫、黄鳍金枪鱼,受暖流影响，此处处于主要温跃层区域，不仅是深海管虫、黄鳍金枪鱼的重要生境，也是海洋碳循环关键区。
fc25f8b7-5367-4e82-967d-f4bf0ae143fa,476,南海-南沙海域,300,中层,8.1,35.14,黄鳍金枪鱼、旗鱼,受暖流影响，此处处于主要温跃层区域，不仅是黄鳍金枪鱼、旗鱼的重要生境，也是海洋碳循环关键区。
2ea88c76-f722-47a5-bff9-497a0a5aea8d,477,南海-南沙海域,4000,深层,0.5,34.61,吞噬鳗、冷水珊瑚,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现吞噬鳗、冷水珊瑚活动迹象。
11ab9f47-5973-4914-944e-7e02f6e0c319,478,南海-西沙海域,20,表层,21.3,33.68,小丑鱼、蝠鲼,该点位处于表层环境，光照条件为光照减弱，生态系统波动较小。
